,Date,Brand,ProductDescription,Reason,Company,Url
625,"Tue, 15 Jun 2010 00:00:00 -0400",Benadryl; Tylenol,Over the counter (OTC) products,"Uncharacteristic smell caused by the presence of trace amounts of a chemical called 2,4,6-tribromoanisole (TBA)",McNeil Consumer Healthcare,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm215921.htm
626,"Sat, 12 Jun 2010 17:32:00 -0400",Bimbo,Soft White Bread,Undeclared milk,Bimbo Bakeries USA,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm215387.htm
627,"Fri, 11 Jun 2010 00:00:00 -0400",Strawberry Farm,sun dried tomatoes,sulfites,"Sirob Imports, Inc.",http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm215451.htm
628,"Thu, 10 Jun 2010 00:00:00 -0400",Kroger,,Undeclared tree nuts,Kroger Co.,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm215421.htm
629,"Thu, 10 Jun 2010 00:00:00 -0400",,Fuma Custard Pie,Undeclared eggs,Domega NY International Co. LTD,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm215237.htm
630,"Wed, 09 Jun 2010 16:21:00 -0400",Iams,canned cat food,low thiamine levels,Procter &amp; Gamble Company,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm214996.htm
631,"Fri, 04 Jun 2010 00:00:00 -0400","Hannaford, Bloom",frozen shrimp,sulfites,Eastern Fish,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm214616.htm
632,"Thu, 03 Jun 2010 00:00:00 -0400",Pfizer Injectables,"Metronidazole, Ciprofloxacin and Ondansetron IV Products",foreign material and non-sterility,Pfizer Inc.,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm214848.htm
633,"Thu, 03 Jun 2010 00:00:00 -0400",Defibtech,,may not charge and provide therapy,"Defibtech, LLC",http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm214859.htm
634,"Thu, 03 Jun 2010 00:00:00 -0400",,Ondansetron in 5% Dextrose Injection and Metronidazole Injection 500mg/100ml USP,foreign material and non-sterility,"West-Ward Pharmaceuticals Inc.,",http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm214850.htm
635,"Wed, 02 Jun 2010 16:22:00 -0400",Kent,20 Lamb DQ45 Medicated,Excess copper,"Kent Nutrition Group, Inc.",http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm214290.htm
636,"Wed, 02 Jun 2010 14:40:00 -0400",Sagent,ondansetron injection in 5% dextrose 32mg / 50 mL,foreign material and non-sterility,"Sagent Pharmaceuticals, Inc.",http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm214244.htm
637,"Tue, 01 Jun 2010 13:29:00 -0400",Claris,,particulate matter,Claris Lifesciences,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm214220.htm
638,"Sun, 30 May 2010 21:10:00 -0400",Better Made,Original Potato Sticks,allergen,Better Made Snack Foods,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm214039.htm
639,"Fri, 28 May 2010 00:00:00 -0400",PediaCare,"PediaCare Products: Multi-Symptom Cold, Long Acting Cough,  Decongestant, and Allergy and Cold",may contain particulate matter,"Blacksmith Brands, Inc.",http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm214005.htm
640,"Thu, 27 May 2010 18:34:00 -0400",organicgirl,baby spinach,salmonella,organicgirl Produce,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm213783.htm
641,"Thu, 27 May 2010 00:00:00 -0400",Hospira,"Propofol Injectable Emulsion 1% and Liposyn™ (Intravenous Fat Emulsion) products which include Liposyn II 10%, Liposyn II 20%, Liposyn III 10%, Liposyn III 20%, and Liposyn III 30%",may contain particulate matter,"Hospira, Inc.",http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm213880.htm
642,"Thu, 27 May 2010 00:00:00 -0400",Wally&#39;s Nut House,Trail mixes,allergens,"Wally&#39;s Nut House, LLC",http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm213777.htm
643,"Mon, 24 May 2010 17:55:00 -0400",Fresh Express,Romaine-based ready-to-eat salads,Salmonella,Fresh Express,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm213247.htm
644,"Mon, 24 May 2010 12:40:00 -0400",So Shing Hing,dried melon,sulfites,So Shing Hing (USA) Trading Co Ltd,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm213474.htm
645,"Fri, 21 May 2010 00:00:00 -0400","Caldwell Fresh Foods, Nature&#39;s Choice, California Exotics",alfalfa sprouts,salmonella,Caldwell Fresh Foods,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm213119.htm
646,"Thu, 20 May 2010 17:59:00 -0400",Valu Time,Ranch dressing,Undeclared egg,Valu Time,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm212902.htm
647,"Thu, 20 May 2010 17:03:00 -0400",Rise &#39;N Roll Specialties,Gourmet Cookie Mixes,Undeclared milk,Rise &#39;N Roll Bakery,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm212897.htm
648,"Thu, 20 May 2010 16:47:00 -0400",Rise ‘N Roll Specialties,Peanut Butter Spread,Undeclared egg,Rise ‘N Roll Bakery,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm212896.htm
649,"Tue, 18 May 2010 16:03:00 -0400",Juanita&#39;s,Bakery products,allergens,Dominguez Family Enterprises,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm212458.htm
650,"Mon, 17 May 2010 17:19:00 -0400",Sagent Pharmaceuticals,"metronidazole injection, USP 500mg / 100mL",sterility,"Sagent Pharmaceuticals, Inc.",http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm212302.htm
651,"Mon, 17 May 2010 11:43:00 -0400",,dried apricot,sulfites,Herb and Honey Inc.,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm213647.htm
652,"Mon, 17 May 2010 00:00:00 -0400",no brand name,Hylenex (hyaluronidase human injection),glass contamination,Baxter International Inc.,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm213012.htm
653,"Thu, 13 May 2010 00:00:00 -0400","Amish Wedding Foods, Finney&#39;s Bulk Foods, Our Maker&#39;s Acres, more","Pumpkin Butter, Sweet Potato Butter",Potential for botulism,"Amish Wedding Foods, Inc.",http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm212147.htm
654,"Wed, 12 May 2010 00:00:00 -0400",Bigs,Sunflower Seeds,Allergen,Ryt-way Industries LLC,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm212029.htm
655,"Wed, 12 May 2010 00:00:00 -0400",Baroody,dried apricots,sulfites,"Baroody Imports, Inc.",http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm212092.htm
656,"Thu, 06 May 2010 18:08:00 -0400",Mt. Vikos,Cheese,Listeria monocytogenes,"Mt. Vikos, Inc.",http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm211207.htm
657,"Thu, 06 May 2010 12:51:00 -0400","Freshway,  Imperial Sysco",Products containing Romaine lettuce,Escherichia coli O145 bacteria,Freshway Foods,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm211131.htm
658,"Thu, 06 May 2010 11:49:00 -0400",AQUA+FLEX,Hygroscopic Condenser Humidifier,flex tube may not fit securely,Teleflex Medical,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm211108.htm
659,"Tue, 04 May 2010 00:00:00 -0400",Nestlé CARNATION,Fudge Kits,allergen,Nestlé USA,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm210817.htm
660,"Fri, 30 Apr 2010 22:40:00 -0400",,,McNeil Consumer Healthcare is initiating this voluntary recall because some of these products may not meet required quality standards. This recall is not being undertaken on the basis of adverse medical events.,McNeil Consumer Healthcare,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm210443.htm
661,"Thu, 29 Apr 2010 00:00:00 -0400",HUMEI FOODS,Dried Pachyrhizus,Sulfites,Humei Trading Inc.,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm210308.htm
662,"Thu, 29 Apr 2010 00:00:00 -0400",Havista,White Fungus,Sulfites,Northern Food I/E Inc.,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm210297.htm
663,"Tue, 27 Apr 2010 17:44:00 -0400",MiDAS Foods International / American Saucery,"soup mix, sauce mix",Salmonella,MiDAS Foods International,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm209925.htm
664,"Fri, 23 Apr 2010 18:24:00 -0400",,,the product’s cuff not holding air as a result of leaks in the pilot balloon inflation assembly,Covidien,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm209709.htm
665,"Fri, 16 Apr 2010 10:15:00 -0400","Strategy, Layena SunFresh",,Metal Fragments,"Purina Mills, LLC",http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm208975.htm
666,"Fri, 16 Apr 2010 00:00:00 -0400",Nut Tree,Health Mix,undeclared sulfites,Green Land,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm208944.htm
667,"Thu, 15 Apr 2010 00:00:00 -0400",SeaSations,frozen white whole fish fillet product,Allergen - undeclared wheat,StarKist Co.,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm208927.htm
668,"Wed, 14 Apr 2010 13:33:00 -0400",,Black Pepper,Salmonella,MY-A &amp; CO,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm208587.htm
669,"Mon, 12 Apr 2010 09:43:00 -0400",Cetyl M for Dogs,Dog Food,Possible Salmonella Health Risk,Response Products,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm208421.htm
670,"Mon, 12 Apr 2010 00:00:00 -0400","72 Hours (all strengths), Amour Again for Him, Arousin, more",Dietary Supplement,Undeclared drug ingredient/unapproved drug,"Atlas Operations, Inc.",http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm208537.htm
671,"Fri, 09 Apr 2010 00:00:00 -0400",H-E-B,French Onion Dip,possible salmonella contamination,H-E-B,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm207989.htm
672,"Wed, 07 Apr 2010 00:00:00 -0400",McCormick,Seasoning Mix,Allergen,"McCormick &amp; Company, Inc.",http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm207818.htm
673,"Tue, 06 Apr 2010 00:00:00 -0400",Del Bueno,Cheese,Listeria monocytogenes,Del Bueno,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm207627.htm
674,"Mon, 05 Apr 2010 21:24:00 -0400",Del Bueno,Cheese,Listeria monocytogenes,Del Bueno,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm207494.htm
675,"Sun, 04 Apr 2010 16:33:00 -0400",Whole Catch,Frozen Tuna Steaks,Histamine,Whole Foods Market,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm207477.htm
676,"Fri, 02 Apr 2010 20:36:00 -0400",Marco Polo,Shrimp Snacks,Allergen,"Golden Pacific Foods, Inc.",http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm207345.htm
677,"Fri, 02 Apr 2010 16:48:00 -0400",Stud Capsule,Dietary Supplement,Undeclared drug ingredient/unapproved drug,Kanec USA Inc.,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm207479.htm
678,"Fri, 02 Apr 2010 00:00:00 -0400",NY Gourmet Salads,Salad,Listeria monocytogenes,NY Gourmet Salads Inc.,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm207340.htm
679,"Fri, 02 Apr 2010 00:00:00 -0400","Camolyn, Fisiolin",Eye and Nasal Drops,Sterility,US Oftalmi,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm207735.htm
680,"Thu, 01 Apr 2010 00:00:00 -0400",Glutino,Bread,Allergen,Glutino Food Group,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm207251.htm
681,"Thu, 01 Apr 2010 00:00:00 -0400",Zatarain&#39;s,Rice,Allergen,Zatarain&#39;s,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm207207.htm
682,"Wed, 31 Mar 2010 13:26:00 -0400",Watkins,"Seasoning, Dip Mix",Salmonella,Watkins Inc.,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm207083.htm
683,"Tue, 30 Mar 2010 19:35:00 -0400",Binell Bros. Cutlery,Black Pepper,Salmonella,Binell Bros. Cutlery,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm206806.htm
684,"Tue, 30 Mar 2010 15:05:00 -0400",MasXtreme,Dietary Supplement,Undeclared drug ingredient/unapproved drug,"Natural Wellness, Inc.",http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm206759.htm
685,"Mon, 29 Mar 2010 12:44:00 -0400","Tom&#39;s, Lance",Barbecue Potato Chips,Salmonella,"Lance, Inc.",http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm206881.htm
686,"Thu, 25 Mar 2010 00:00:00 -0400","Spike, Vegit, Hauser, more",Seasonings,Salmonella,"Modern Products, Inc.",http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm206528.htm
687,"Thu, 25 Mar 2010 00:00:00 -0400",H.D.W. Foods Inc.,Black Peppercorns,Salmonella,Perfect Candy &amp; Packaging Co.,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm206521.htm
688,"Tue, 23 Mar 2010 13:02:00 -0400","Best Yet, Food Club, Tops, more","Seasoning Mixes, Gravy Mixes",Salmonella,"C.H. Guenther &amp; Son, Inc.",http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm206186.htm
689,"Tue, 23 Mar 2010 00:00:00 -0400",Little Caesars,Spice Paks,Salmonella,Blue Line Foodservice Distribution,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm205903.htm
690,"Mon, 22 Mar 2010 17:15:00 -0400","Bayou, Shop&#39;n Save, Carlita, more","Seasoning Mixes, Gravy Mixes",Salmonella,"C.H. Guenther &amp; Son, Inc.",http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm205681.htm
691,"Mon, 22 Mar 2010 00:00:00 -0400",Flying Horse,Candy,Allergen,"Walong Marketing, Inc.",http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm205851.htm
692,"Fri, 19 Mar 2010 00:00:00 -0400",McCain,Frozen Potato Product,Salmonella,McCain Foods USA,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm205669.htm
693,"Fri, 19 Mar 2010 00:00:00 -0400","Fisher, Archer Farms",Snack Mix and Cashew Products,Salmonella,"John B. Sanfilippo &amp; Son, Inc.",http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm205487.htm
694,"Thu, 18 Mar 2010 13:48:00 -0400",Chilli Man,Seasoning Mix,Salmonella,"C.H. Guenther &amp; Son, Inc.",http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm206203.htm
695,"Thu, 18 Mar 2010 00:00:00 -0400",Bass Pro Uncle Bucks,Batter Mix,Salmonella,Bass Pro Shops,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm205261.htm
696,"Wed, 17 Mar 2010 15:43:00 -0400","Sunbird, Williams",Seasoning Mixes,Salmonella,"C.H. Guenther &amp; Son, Inc.",http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm204986.htm
697,"Wed, 17 Mar 2010 00:00:00 -0400",Spice Barn,Black Pepper,Salmonella,"Spice Barn, Inc.",http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm205001.htm
698,"Wed, 17 Mar 2010 00:00:00 -0400",Cleviprex,Cleviprex (clevidipine butyrate) injectable emulsion,Particulate matter,The Medicines Company,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm204997.htm
699,"Tue, 16 Mar 2010 16:26:00 -0400",Barcel Tostachos,Corn Chips,Salmonella,Barcel,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm204848.htm
700,"Tue, 16 Mar 2010 00:00:00 -0400",Kroger,Garlic Powder,Salmonella,The Kroger Co.,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm205273.htm
701,"Tue, 16 Mar 2010 00:00:00 -0400",Bulk Foods Inc.,"Black Pepper, Seasoning Salt, Seasoning, Dip Mix",Salmonella,"Dutch Valley Food Distributors, Inc.",http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm203767.htm
702,"Mon, 15 Mar 2010 00:00:00 -0400",Kroger,"Garlic Powder,Lemon Pepper",Salmonella,The Kroger Co.,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm207588.htm
703,"Mon, 15 Mar 2010 00:00:00 -0400",Produce Valley,Onion Dip Mix,Salmonella,"Produce Valley, Inc.",http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm204866.htm
704,"Mon, 15 Mar 2010 00:00:00 -0400",Lian How,Sesame Seeds,Salmonella,Spice Industrial Group Inc.,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm204411.htm
705,"Fri, 12 Mar 2010 00:00:00 -0500",Arrow,"IV Tubing Sets, Accessories, Embolectomy Catheters",Sterility,Teleflex Incorporated,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm204484.htm
706,"Fri, 12 Mar 2010 00:00:00 -0500",Tastefully Simple,Cheese Ball Mix,Salmonella,Tastefully Simple,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm204505.htm
707,"Fri, 12 Mar 2010 00:00:00 -0500",Spreadables,Cheese Spreads,Salmonella,Emmi-Roth Kase USA,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm204618.htm
708,"Fri, 12 Mar 2010 00:00:00 -0500",Julia&#39;s Spices,Sesame Seeds,Salmonella,Julia&#39;s Spices Inc.,http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm204394.htm
709,"Thu, 11 Mar 2010 15:35:00 -0500",McCormick,"Dip Mix, Gravy Mix, Stuffing",Salmonella,"McCormick &amp; Company, Incorporated",http://wayback.archive-it.org/7993/20170406200517/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2010/ucm204178.htm
