DATE,BRAND_NAME,PRODUCT_DESCRIPTION,REASON,COMPANY,COMPANY_RELEASE_LINK,PHOTOS_LINK,upc
"Thu, 06 Mar 2014 21:36:00 -0500",Net Food Brand,Turkey Dried Apricots,Undeclared Sulfites,Net Food Import and Export LLC,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm388339.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm388340.htm,[]
"Thu, 06 Mar 2014 19:27:00 -0500",Pfizers Effexor XRÂ® and Greenstone  brands,Venlafaxine HCl 150 mg extended-release capsules,Foreign Tablet in one bottle,Pfizer Inc.,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm388329.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm388330.htm,[]
"Thu, 06 Mar 2014 17:07:00 -0500",Crown Food,Golden Natural Fruit Island,Undeclared Sulfites and FD &amp; C yellow #6,"Crown Food Distributors, Inc.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm388326.htm,,[]
"Wed, 05 Mar 2014 20:08:00 -0500",Starbucks,Greek Yogurt Raspberry &amp;Lemon Parfait Cups,Undeclared Egg,Gretchen&#39;s Shoebox Express,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm388161.htm,,[]
"Wed, 05 Mar 2014 15:37:00 -0500",Baxter,DIANEAL PD-2 Peritoneal Dialysis Solution with 1.5% Dextrose,Container Closure Non-Integrity,Baxter International Inc.,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm388139.htm,,[]
"Wed, 05 Mar 2014 00:00:00 -0500",Belmont,Belmont Chocolate Chip Cookie Dough Ice Cream,Undeclared Nut Allergen,House of Flavors Ice Cream Company,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm388107.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm388108.htm,['4149816310']
"Tue, 04 Mar 2014 21:32:00 -0500",Fresh To Go,âFresh To Go Tuscan Style Combo on Tomato Basil Breadâ sandwich.,May contain undeclared Pine Nuts (tree nuts).,HC Schau and Son,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm388005.htm,,[]
"Tue, 04 Mar 2014 20:48:00 -0500",World Baby,World Baby Italy and World Baby Thailand pouch products,"Plastic spouts may fracture, loosen, detach and present a choking hazard.",Plum Organics,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm388000.htm,,[]
"Tue, 04 Mar 2014 19:32:00 -0500",HeartMate II,HeartMate II LVAS Pocket System Controller,Difficulties encountered when changing from a primary system controller to a backup system controller,Thoratec Corporation,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm387994.htm,,[]
"Tue, 04 Mar 2014 00:00:00 -0500",Hong Lee Trading Inc,âMut Dua Nonâ Young Coconut Candy (Strips),Undeclared Sulfites,Hong Lee Trading Inc,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm388387.htm,,[]
"Mon, 03 Mar 2014 00:00:00 -0500",Twin Marquis,Cooked Noodle and Lo Mein Noodle,Undeclared Milk,"Twin Marquis, Inc.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm387908.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm387948.htm,"['760941104211', '760941907188', '760941907140']"
"Mon, 03 Mar 2014 00:00:00 -0500","Lehigh Valley, Swiss Premium, and Price Chopper",Orange Juice,Undeclared Milk,Lehigh Valley Dairy,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm387917.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm387921.htm,"['7654500106', '7047249310', '7654500132', '7047243000', '4173517135', '7047243022']"
"Sat, 01 Mar 2014 18:45:00 -0500","Mexicana, Amigo, Santa Rosa De Lima, and Anita",Variety of cheeses,Listeria monocytogenes,Roos Foods,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm387775.htm,,[]
"Sat, 01 Mar 2014 00:00:00 -0500","Mexicana, Amigo, Santa Rosa De Lima, and Anita",Variety of cheeses,Listeria monocytogenes,Roos Foods,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm387992.htm,,[]
"Fri, 28 Feb 2014 00:00:00 -0500",UNCLE BENâS READY RICE,Long Grain White Rice product,Punctures in the pouch packaging,Mars Food North America,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm387764.htm,,[]
"Fri, 28 Feb 2014 00:00:00 -0500",Lotte,Frozen fruit bar (watermelon flavor),Undeclared peanuts,Jinsunmi Intâl Inc.,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm387768.htm,,[]
"Fri, 28 Feb 2014 00:00:00 -0500",Popsicle,Ice pops,Undeclared milk,"Unilever United States, Inc.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm387760.htm,,['7756712130']
"Tue, 25 Feb 2014 15:48:00 -0500","Mexicana, Amigo, Santa Rosa De Lima, and Anita",Variety of cheeses,Listeria monocytogenes,Roos Foods,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm387210.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm387603.htm,[]
"Tue, 25 Feb 2014 00:00:00 -0500","Mexicana, Amigo, Santa Rosa De Lima, and Anita",Variety of cheeses,Listeria monocytogenes,Roos Foods,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm387232.htm,,[]
"Mon, 24 Feb 2014 17:04:00 -0500","Mexicana, Amigo, Santa Rosa De Lima, and Anita",Variety of cheeses,Listeria monocytogenes,Roos Foods,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm387077.htm,,[]
"Sun, 23 Feb 2014 17:11:00 -0500","Mexicana, Amigo, Santa Rosa De Lima, and Anita",Variety of cheeses,Listeria monocytogenes,Roos Foods,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm386948.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm387596.htm,[]
"Fri, 21 Feb 2014 18:02:00 -0500",Fairway,Grilling Sauce,Undeclared fish (anchovies),"Wolfgang B. Gourmet Foods, Inc.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm386924.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm386925.htm,['758940706093']
"Thu, 20 Feb 2014 18:51:00 -0500",Fannie May,Assorted chocolates,Undeclared peanuts,"Fannie May Confections Brands, Inc.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm386661.htm,,['052745960002']
"Thu, 20 Feb 2014 12:28:00 -0500",MVI/ Oasis,Insulin syringes,Mismarked syringe barrels,Med-Vet International,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm386613.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm386614.htm,[]
"Thu, 20 Feb 2014 00:00:00 -0500",Falafel King,Green Chile Hummus and Wraps,Listeria monocytogenes,Falafel King,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm386631.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm386634.htm,"['822986702057', '822986103052']"
"Wed, 19 Feb 2014 22:30:00 -0500",Fannie May,Assorted chocolates,Undeclared peanuts,"Fannie May Confections Brands, Inc. (Ã¢â¬ÅFannie MayÃ¢â¬ï¿½)",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm386553.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm386555.htm,['052745960002']
"Wed, 19 Feb 2014 17:50:00 -0500",Pfizer,"Etomidate Injection, 2mg/mL","1) potential for small black particles, identified as paper shipper labels, to be present in individual vials; 
2) Potential for missing lot number and/or expiry date on the outer carton
3) Potential for illegible/missing lot number and expiry on individual vials",Agila Specialties Private Limited; Subsidiary of Mylan Inc.,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm386547.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm386713.htm,[]
"Wed, 19 Feb 2014 00:00:00 -0500",Respironics,Trilogy Ventilators,"Potentially defective component on the Trilogy Ventilator power management board, which could affect the function of the device",Philips Respironics,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm386490.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm386491.htm,[]
"Wed, 19 Feb 2014 00:00:00 -0500",Whole Foods,Tom Yom Soup,Undeclared Milk,Whole Foods Market,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm386605.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm386606.htm,['000000601467']
"Fri, 14 Feb 2014 21:47:00 -0500","Ben Venue Laboratories, Inc.","Acetylcysteine Solution 10%, USP,",Glass particulate (visible),"Ben Venue Laboratories, Inc.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm386125.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm386130.htm,[]
"Fri, 14 Feb 2014 19:44:00 -0500",Dairy Rich,Chocolate Ice Cream,Undeclared Peanut Allergen,Ice Cream Specialties,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm386108.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm386109.htm,['071580081031']
"Thu, 13 Feb 2014 00:00:00 -0500",Kettle,Sea Salt Potato Chips,Undeclared Milk,Kettle Brand,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm386110.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm386113.htm,['8411410984']
"Tue, 11 Feb 2014 00:00:00 -0500",Evolution Fresh,Organic Sweet Greens and Ginger juice,Swollen plastic bottles,Evolution Fresh,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm386788.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm386790.htm,[]
"Tue, 11 Feb 2014 00:00:00 -0500",Roth Farms Inc.,Curly Parsley,Salmonella,Roth Farms Inc.,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm385830.htm,,[]
"Sun, 09 Feb 2014 00:00:00 -0500",UNCLE BENâSÂ® INFUSEDÂ®,UNCLE BENâSÂ® INFUSEDÂ® Rice products,May cause flushing and rash,Mars Foodservices US,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm385310.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm385323.htm,[]
"Fri, 07 Feb 2014 19:31:00 -0500",Natural Grocers,Dark Chocolate Almonds,Undeclared peanuts,Vitamin Cottage Natural Food Markets,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm385219.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm385220.htm,['000082650070']
"Fri, 07 Feb 2014 16:55:00 -0500",Big Red,Tomatoes,Salmonella,"Big Red Tomato Packers, LLC",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm385209.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm385293.htm,[]
"Wed, 05 Feb 2014 16:10:00 -0500","Hubbard Life, Joy, QC Plus","Dog Food, Cat Food",Salmonella,Pro-Pet LLC,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm384876.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm384878.htm,"['1219033878', '1219033875', '7065407713', '2351780103', '1219033873', '2351780104', '7065407721']"
"Tue, 04 Feb 2014 18:22:00 -0500",Humei Foods,Dried Lily,Undeclared Sulfites,Humei Trading Inc,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm384674.htm,,[]
"Tue, 04 Feb 2014 00:00:00 -0500",Reduce Weight Fruta Planta,Dietary Supplement,Unapproved new drug,"MyNicKnaxs, LLC.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm385919.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm385920.htm,[]
"Tue, 04 Feb 2014 00:00:00 -0500","Slimeasy, Fruta Bio, Magic Slim, Meizi Evolution and more.",Dietary Supplements,Unapproved new drug,"MyNicKnaxs, LLC.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm386115.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm386116.htm,[]
"Mon, 03 Feb 2014 00:00:00 -0500",KFI,Sweetened Ginger Candy,Undeclared sulfites,K-Fat Inc,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm384660.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm384665.htm,[]
"Fri, 31 Jan 2014 00:00:00 -0500",Stemvida International,StemAlive 90 Capsules,Undeclared milk,Stemvida International Corporation,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm382223.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm382234.htm,[]
"Fri, 31 Jan 2014 00:00:00 -0500",Special Value,Ginger Snaps Cookies,Undeclared eggs,"Unified Grocers, Inc.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm384270.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm384271.htm,['4138023359']
"Thu, 30 Jan 2014 00:00:00 -0500",Young You,Mega Slim Herbal Appetite Management Dietary Supplement,"Product contains 1,3 dimethylamylamine,
Methylhexanamine or Geranium extract",Young You Corporation,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm383925.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm383927.htm,['736211614094']
"Tue, 28 Jan 2014 00:00:00 -0500",Gano,Instant cereal called C&#39;Real Spirulina,Undeclared soy and wheat,"Gano Excel USA, Inc.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm383638.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm383639.htm,[]
"Mon, 27 Jan 2014 00:00:00 -0500",Pringles,Original crisps,Undeclared milk,Pringles,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm383335.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm383337.htm,['3800084496']
"Sat, 25 Jan 2014 00:00:00 -0500",Red Flannel,Cat Food,Salmonella,"PMI Nutrition, LLC (PMI)",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm383066.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm383067.htm,['742869000585']
"Thu, 23 Jan 2014 20:11:00 -0500",Kinnikinnick,"Waffles, Mix, Bread Crumbs",Undeclared milk,Kinnikinnick Foods,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm382900.htm,,[]
"Thu, 23 Jan 2014 00:00:00 -0500",Araya artisan chocolate,"Chocolate Bars, Marshmallows, Dry Fruits, &amp; Chocolate Gift Boxes","Undeclared Allergens (Tree Nuts, Wheat, Milk, Soy)",ARAYA INC.,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm382939.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm382943.htm,"['760921366066', '760921366004', '729440332006', '760921366073', '729440332112', '729440332136', '729440332488', '729440332051', '729440332037', '760921366011', '760921366003', '760921366097', '729440332105', '729440332235', '729440332402', '760921366028', '729440332167', '729440332044', '729440332082', '729440332075']"
"Wed, 22 Jan 2014 12:49:00 -0500",Flat Creek Lodge,Cheese,Salmonella,Flat Creek Farm &amp; Dairy,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm382547.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm379966.htm,[]
"Wed, 22 Jan 2014 12:16:00 -0500",St Mary&#39;s River Smokehouses,"Oven Smoked Atlantic Salmon Stix, Chili Mango Flavor",Listeria monocytogenes,Lochiel Enterprises Limited,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm382537.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm382538.htm,['626425100929']
"Tue, 21 Jan 2014 00:00:00 -0500",TRUFILLÂ®,TRUFILLÂ® n-BCA Liquid Embolic System,Incorrect statement in the package  Instructions for Use,Codman Neuro,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm382496.htm,,[]
"Mon, 20 Jan 2014 00:00:00 -0500",t:slim,Insulin Cartridges,Cartridges may be at risk for leaking,"Tandem Diabetes Care, Inc.",http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm385837.htm,,[]
"Mon, 20 Jan 2014 00:00:00 -0500",Winn-Dixie,Instant Chocolate Drink Mix,Potential Undeclared Milk Allergen,Winn-Dixie Stores Inc.,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm383023.htm,http://wayback.archive-it.org/7993/20170406200141/https://www.fda.gov/Safety/Recalls/ArchiveRecalls/2013/ucm383024.htm,['2114022031']
