Product Type,Recently Updated Record,Last Modified Date,Event ID,Status,Recalling Firm,Address1,Address2,City,State/Province,Postal Code,Country,Voluntary/Mandated,Initial Firm Notification of Consignee or Public,Distribution Pattern,Recall Number,Classification,Product Description,Product Quantity,Reason for Recall,Recall Initiation Date,Center Classification Date,Termination Date,Report Date,Code Info,More Code Info,More Code Info
"Devices","No","","70753","Terminated","Vital Signs Colorado Inc.","11039 East Lansing Circle","","Englewood","CO","	80112-5909","United States","Voluntary: Firm Initiated","Letter","Worldwide Distribution.  US Nationwide, Australia, Canada, Chile, Colombia, Dominican Republic, Ecuador, Egypt, Germany, Guatemala, Hong Kong, India, Israel, Italy, Japan, South Korea, Lebanon, Mexico, Netherlands, New Zealand, Panama, Peru, Poland, Russia, Slovenia, Turkey, United Kingdom, and Qatar.","Z-1556-2015","Class II","CareFusion Vital Signs LightWand Stylet.    A device inserted into an endotracheal tube to aid in the intubation procedure.","82,820","Vital Signs Colorado (dba CareFusion) is recalling Vital Signs LightWand Stylet catalog numbers 3910 and 3960 due to a potential patient safety risk involving a breach in the sterile packaging that may not be recognized prior to use.","03/13/2015","04/30/2015","10/07/2015","05/06/2015","Catalog Number 3910"
"Devices","No","","70753","Terminated","Vital Signs Colorado Inc.","11039 East Lansing Circle","","Englewood","CO","	80112-5909","United States","Voluntary: Firm Initiated","Letter","Worldwide Distribution.  US Nationwide, Australia, Canada, Chile, Colombia, Dominican Republic, Ecuador, Egypt, Germany, Guatemala, Hong Kong, India, Israel, Italy, Japan, South Korea, Lebanon, Mexico, Netherlands, New Zealand, Panama, Peru, Poland, Russia, Slovenia, Turkey, United Kingdom, and Qatar.","Z-1557-2015","Class II","Introduction Pack.  A device inserted into an endotracheal tube to aid in the intubation procedure.","399","Vital Signs Colorado (dba CareFusion) is recalling Vital Signs LightWand Stylet catalog numbers 3910 and 3960 due to a potential patient safety risk involving a breach in the sterile packaging that may not be recognized prior to use.","03/13/2015","04/30/2015","10/07/2015","05/06/2015","Catalog Number 3960"
"Biologics","No","","70756","Terminated","Community Blood Center, Inc.","4406 W Spencer St","","Appleton","WI","	54914-9106","United States","Voluntary: Firm Initiated","Telephone","MA","B-0568-15","Class II","Red Blood Cells Leukocytes Reduced","1 unit","Blood product, collected from a donor who traveled to a malarial endemic area, was distributed.","02/13/2015","04/24/2015","04/24/2015","05/06/2015","W053314508646"
"Biologics","No","","70768","Terminated","LifeSource","5505 Pearl St Floor 1","","Rosemont","IL","	60018-5317","United States","Voluntary: Firm Initiated","Telephone","IL; Switzerland","B-0565-15","Class II","Red Blood Cells","1 unit","Blood products, collected from a donor in which donor suitability was not adequately determined, were distributed.","02/26/2015","04/24/2015","04/24/2015","05/06/2015","W286814018598"
"Biologics","No","","70768","Terminated","LifeSource","5505 Pearl St Floor 1","","Rosemont","IL","	60018-5317","United States","Voluntary: Firm Initiated","Telephone","IL; Switzerland","B-0566-15","Class II","Cryoprecipitated AHF, Pooled","1 unit","Blood products, collected from a donor in which donor suitability was not adequately determined, were distributed.","02/26/2015","04/24/2015","04/24/2015","05/06/2015","W286814018598"
"Biologics","No","","70769","Terminated","BPL Plasma, Inc.","5252 E Fowler Ave","","Temple Terrace","FL","	33617-2147","United States","Voluntary: Firm Initiated","E-Mail","CA","B-0569-15","Class II","Source Plasma","2 units","Blood products, collected from a donor who had been incarcerated, were distributed.","01/12/2015","04/24/2015","04/24/2015","05/06/2015","TT0457493; TT0458563"
"Food","No","","70786","Terminated","Goya Foods","350 County Rd","","Jersey City","NJ","	07307-4503","United States","Voluntary: Firm Initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","IL, MA, NJ and VA","F-2091-2015","Class II","Goya Congri Cuban-Style Black Beans & Rice (Moros & Cristianos), Net Wt./Peso Neto, 8 oz.(227g), Distributor: Goya Foods Inc., Secaucus, NJ 07096 USA, UPC 041331025959","6,551 cases","Goya Foods is recalling Congri Style Black Beans & Rice, Quinoa Blend Brown Rice & Black Beans, Mexican Rice Mix and Instant Mexican Rice Mix because they may contain undeclared peanut protein allergen.","01/02/2015","04/28/2015","04/26/2017","05/06/2015","Best By: 6/24-25/2014, 9/18-19/2014, 11/17-19/2014, 11/21/2014, 11/24-26/2014, 11/28/2014 and 12/01/14"
"Food","No","","70786","Terminated","Goya Foods","350 County Rd","","Jersey City","NJ","	07307-4503","United States","Voluntary: Firm Initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","IL, MA, NJ and VA","F-2092-2015","Class II","Goya Quinoa Blend, White Quinoa with Brown Rice, Net Wt., 6 oz.(170g), Distributed by: Goya Foods Inc., Secaucus, NJ 07096 USA, UPC 041331026741","4,666 cases","Goya Foods is recalling Congri Style Black Beans & Rice, Quinoa Blend Brown Rice & Black Beans, Mexican Rice Mix and Instant Mexican Rice Mix because they may contain undeclared peanut protein allergen.","01/02/2015","04/28/2015","04/26/2017","05/06/2015","Best By: 6/24-25/2014, 9/18-19/2014, 11/17-19/2014, 11/21/2014, 11/24-26/2014, 11/28/2014 and 12/01/14"
"Food","No","","70786","Terminated","Goya Foods","350 County Rd","","Jersey City","NJ","	07307-4503","United States","Voluntary: Firm Initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","IL, MA, NJ and VA","F-2093-2015","Class II","Goya Mexican Rice (Arroz Mexicano) Chicken Flavor, Net Wt./Peso Neto, 8 oz.(227g), Distributed by: Goya Foods Inc., Secaucus, NJ 07096 USA, UPC 041331026635","17,988 cases","Goya Foods is recalling Congri Style Black Beans & Rice, Quinoa Blend Brown Rice & Black Beans, Mexican Rice Mix and Instant Mexican Rice Mix because they may contain undeclared peanut protein allergen.","01/02/2015","04/28/2015","04/26/2017","05/06/2015","Best By: 6/24-25/2014, 9/18-19/2014, 11/17-19/2014, 11/21/2014, 11/24-26/2014, 11/28/2014 and 12/01/14"
"Food","No","","70786","Terminated","Goya Foods","350 County Rd","","Jersey City","NJ","	07307-4503","United States","Voluntary: Firm Initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","IL, MA, NJ and VA","F-2094-2015","Class II","Goya Mexican Rice (Arroz Mexicano) Chicken Flavor, Instant, Net Wt./Peso Neto, 6 oz.(170g), Distributed by: Goya Foods Inc., Secaucus, NJ 07096 USA, UPC 041331026444","2,292 cases","Goya Foods is recalling Congri Style Black Beans & Rice, Quinoa Blend Brown Rice & Black Beans, Mexican Rice Mix and Instant Mexican Rice Mix because they may contain undeclared peanut protein allergen.","01/02/2015","04/28/2015","04/26/2017","05/06/2015","Best By: 6/24-25/2014, 9/18-19/2014, 11/17-19/2014, 11/21/2014, 11/24-26/2014, 11/28/2014 and 12/01/14"
"Food","No","","70788","Terminated","Cuisine Innovations LLC dba Bon Appetizers, LLC","180 Lehigh Ave","","Lakewood","NJ","	08701-4526","United States","Voluntary: Firm Initiated","E-Mail","Nationwide","Ff-2095-201","Class II","Guiltless Gourmet Southwestern Veggie Burger 2.5oz  48 pieces  Distributed by: Cuisine Innovations, LLC. 1920 Swarthmore Avenue, Lakewood, NJ 08701 USA UPC 00030499503256  For institutional use only","90 cases","Products may contain cumin which may contain undeclared peanut protein.","03/09/2015","04/28/2015","04/26/2017","05/06/2015","18314BON"
"Food","No","","70788","Terminated","Cuisine Innovations LLC dba Bon Appetizers, LLC","180 Lehigh Ave","","Lakewood","NJ","	08701-4526","United States","Voluntary: Firm Initiated","E-Mail","Nationwide","F-2096-2015","Class II","Black Bean Burger 4.5 oz 40 pieces Net Wt. 11.25 lbs. (5.10 kg)Manufactured by: Cuisine Innovations, LLC Lakewood, NJ 08701 USA UPC 00030499640296  For Institutional Use Only","7,052 cases","Products may contain cumin which may contain undeclared peanut protein.","03/09/2015","04/28/2015","04/26/2017","05/06/2015","18414BON - 1/2/2016  18914BON - 1/27/2016  20914BON - 1/27/2016  22414BON - 2/11/2016  22514BON - 2/12/2016  25214BON - 3/10/2016  28914BON - 4/16/2016  30814BON - 5/5/2016  32314BON  - 5/10/2016  34414BON  - 6/11/2016  35014BON -  6/16/2016"
"Food","No","","70788","Terminated","Cuisine Innovations LLC dba Bon Appetizers, LLC","180 Lehigh Ave","","Lakewood","NJ","	08701-4526","United States","Voluntary: Firm Initiated","E-Mail","Nationwide","F-2097-2015","Class II","Southwestern 4oz Veggie Burger 36 count Net Wt 9 lb. (4.08 kg) Distributed by Performance Food Group Richmond, VA 23238  UPC 00806795422276","1864 cases","Products may contain cumin which may contain undeclared peanut protein.","03/09/2015","04/28/2015","04/26/2017","05/06/2015","17614BON - 1/24/2016  18314BON - 1/1/2016  18814BON  1/6/2016  28014BON - 4/7/2016  28614BON - 4/13/2016"
"Food","No","","70788","Terminated","Cuisine Innovations LLC dba Bon Appetizers, LLC","180 Lehigh Ave","","Lakewood","NJ","	08701-4526","United States","Voluntary: Firm Initiated","E-Mail","Nationwide","F-2098-2015","Class II","Chef's Line Black Bean Burger 36-4.25 oz Net Wt. 9 Lb 9 oz. (4.33 kg) Distributed by US Foods, Inc. Rosemont, IL 60018  UPC 50758108685357","7,884 cases","Products may contain cumin which may contain undeclared peanut protein.","03/09/2015","04/28/2015","04/26/2017","05/06/2015","18214BON 12/31/2015  19214BON 1/10/2016  19514BON  1/13/2016  19614BON  1/14/2016  19714BON  1/15/2016  19814BON  1/16/2016  23214BON  2/19/2016  23314BON 2/20/2016"
"Food","No","","70790","Terminated","Phil-Am Trading, Inc.","324 Hoboken Ave","","Jersey City","NJ","	07306-1614","United States","Voluntary: Firm Initiated","Letter","NJ and NY","F-2032-2015","Class II","Sunrise Foods Saffron (Kasvbha), Net Wt. 1 oz. (29g), Product of the Philippines, Manufactured by: Sunrise Native Foods Product, GMC May-Tamo Bagungbayan Teresa, Rizal, Philippines","10 cases","Product contains unallowable dyes: 16255 - Ponceau 4R (E124 - Acid Red 18 and 15510 - Orange II - Acid Orange 7; and undeclared FD&C Yellow #5.","03/11/2015","04/24/2015","03/14/2017","05/06/2015","N/A"
"Food","No","","70795","Terminated","Drake's Fresh Pasta Company, Inc.","636 Southwest St.","","High Point","NC","	27260","United States","Voluntary: Firm Initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","FL, MA, NC, NY and VA.","F-2042-2015","Class II","Cheese Ravioli, RV 301, 96 Ct. Deep Frozen, MF# RV301 and Frozen Cheese Ravioli (Jumbo) Mama Ricottas, MF# RV366, 192 ct., Manufactured by: Drakes Fresh Pasta Company, 636 Southwest Street, High Point NC 27260 (sold in bulk to food service facilities only).","169 cases (96 ct per case) and 35 cases (192 ct per case)","Product tested positive for Listeria.","03/16/2015","04/24/2015","04/24/2015","05/06/2015","Lot number: 06115"
"Biologics","No","","70802","Terminated","OneBlood, Inc.","1700 N State Road 7","","Lauderhill","FL","	33313-5006","United States","Voluntary: Firm Initiated","Telephone","Florida","B-0557-15","Class II","Red Blood Cells Leukocytes Reduced","1 unit","Blood product in which routine testing/testing performed, interpreted, or documented incorrectly, was distributed.","02/16/2015","04/24/2015","04/24/2015","05/06/2015","W036812520180;"
"Devices","No","","70804","Terminated","Cyberonics, Inc","100 Cyberonics Blvd","","Houston","TX","	77058-2069","United States","Voluntary: Firm Initiated","Letter","AR, TX, GA, CA, MI, IN, FL, AZ, NV","Z-1526-2015","Class II","VNS Therapy DemiPulse Generator Model 103 and VNS Therapy DemiPulse Duo Generator Model 104; CYBERONICS, INC.","13 units","The pulse generators have a lower battery longevity than specified in their design requirement as a result of the devices being inadvertently left in a programmed ON state during manufacture.","03/06/2015","04/27/2015","10/09/2015","05/06/2015","Serial Numbers: 37627, 38473, 38539, 41446, 42887, 43491, 44186, 44339, 44391, 44443, 44455, 44510, 50715"
"Devices","No","","70823","Terminated","Biocare Medical, LLC","4040 Pike Ln","","Concord","CA","	94520-1227","United States","Voluntary: Firm Initiated","Letter","Worldwide Distribution - US nationwide in the states of TX, KS, OK, NJ, LA, GA, NC, SC, VA, and the countries of Spain, Austria, Ecuador, Dominican Republic, Vietnam, Kuwait, Hungary and Israel.","Z-1535-2015","Class II","CD99  Catalog number PM008 AA;  For In Vitro Diagnostic Use.    Product Usage:  Provides adjunctive diagnostic information following the primary diagnosis of a neoplasm by conventional histopathology methods.  ","44: 8 of lot 110912, 15 of lot 041913; 17 of lot 120310 and 4 of lot 110314","A drop in staining intensity over time has been observed. These lots may not meet their labeled shelf life.","03/17/2015","04/27/2015","06/15/2015","05/06/2015","Catalog number PM008 AA;  Lot numbers: 110912, Exp 2015/11;  041913, Expiry 2016/04;  120313, Expiry 2016/12;  110314, Expiry 2017/11."
"Food","No","","70824","Terminated","Twin City Foods Inc","10120 269th Place NW","","Stanwood","WA","	98292-4736","United States","Voluntary: Firm Initiated","Letter","Arizona, California, Delaware, Maine, Michigan, New York, Ohio, Pennsylvania, Virginia, Washington, and Wisconsin","F-2037-2015","Class II","Cadia Organic Cut Spinach, 16 oz. (454 g) frozen packages, UPC 15369 01165","828 cases (12/16 oz. packages per case)","Product has the potential to be contaminated with Listeria monocytogenes.","03/20/2015","04/24/2015","07/09/2015","05/06/2015","Package code:  23424.     No Best By Dates.    Code breaks down as:  2 = Stanwood plant  342 = Julian Day  4 = year 2014."
"Food","No","","70824","Terminated","Twin City Foods Inc","10120 269th Place NW","","Stanwood","WA","	98292-4736","United States","Voluntary: Firm Initiated","Letter","Arizona, California, Delaware, Maine, Michigan, New York, Ohio, Pennsylvania, Virginia, Washington, and Wisconsin","F-2038-2015","Class II","Meijer Organics Chopped Spinach, 16 oz. (454 g) frozen packages, UPC 41250 02362","213 cases (12/16 oz. packages per case)","Product has the potential to be contaminated with Listeria monocytogenes.","03/20/2015","04/24/2015","07/09/2015","05/06/2015","BEST BY FEB 2017 50415"
"Food","No","","70824","Terminated","Twin City Foods Inc","10120 269th Place NW","","Stanwood","WA","	98292-4736","United States","Voluntary: Firm Initiated","Letter","Arizona, California, Delaware, Maine, Michigan, New York, Ohio, Pennsylvania, Virginia, Washington, and Wisconsin","F-2039-2015","Class II","Wild Harvest Organic Cut Leaf Spinach, 16 oz. (454 g) frozen packages, UPC 11535 50170  ","1979 cases ( 12/16 oz. packages per case)","Product has the potential to be contaminated with Listeria monocytogenes.","03/20/2015","04/24/2015","07/09/2015","05/06/2015","SELL BY 08.DEC.2016 L084WE  SELL BY 22.JAN.2017 A225WE  SELL BY 30.JAN.2017 A305WE  SELL BY 04.MAR.2017 C045WE"
"Food","No","","70824","Terminated","Twin City Foods Inc","10120 269th Place NW","","Stanwood","WA","	98292-4736","United States","Voluntary: Firm Initiated","Letter","Arizona, California, Delaware, Maine, Michigan, New York, Ohio, Pennsylvania, Virginia, Washington, and Wisconsin","F-2040-2015","Class II","Wegmans Organic Just Picked Spinach, 12 oz.(340g) frozen packages, UPC 77890 32932  ","1045 cases (12/12 oz. packages per case","Product has the potential to be contaminated with Listeria monocytogenes.","03/20/2015","04/24/2015","07/09/2015","05/06/2015","BEST USED BY JAN.26.2017 50265  BEST USED BY FEB.02.2017 50335"
"Food","No","","70833","Terminated","A2Z Industries, LLC","4138 Sepulveda Blvd","","Sherman Oaks","CA","	91403-4225","United States","Voluntary: Firm Initiated","Telephone","U.S. distribution only to the following states; CA, TX, AZ, MI, PA, NY, and IL.","F-2041-2015","Class II","Vital Labs Halo-V,  80 Capsules,  Dietary Supplement,  Supplement Facts:  Serving Size: 1 Capsule,  Servings per Container: 80,  Amount Per Serving,  4-Chloro-17 a-Methyl-Android-1,4-Dieme-3-17b-Diol   25mg  Other ingredients: Gelatin, Magnesium Stearate, Rice Flour  Vital Labs,  7 98304 19367 1,  (775) 298-LABS,    Packaged in 190cc oblong container.","324","Product contains anabolic steroid.","12/22/2014","04/24/2015","04/24/2015","05/06/2015","Lot: 14614"
"Devices","No","","70834","Terminated","Bard Access Systems","605 North 5600 West","","Salt Lake City","UT","	84116-3738","United States","Voluntary: Firm Initiated","Letter","US Distribution to states of: GA and MN.","Z-1560-2015","Class II","PowerLoc MAX Safety Winged Infusion Set, Product Code 0132215    The PowerLoc MAX Safety Winged Infusion Set is intended for use in the administration of fluids and drugs, as well as blood sampling through surgically implanted vascular ports. The PowerLoc MAX SWIS is also indicated for power injection of contrast media into the central venous system only with an implanted port that is also indicated for power injection.","700 units","Bard Access Systems is conducting a field action due to the potential that an incorrect Maximum Flow rate label associated to the power injection IFU for the PowerLoc MAX Safety Infusion Set (SWIS) was attached to the outside of the unit pouch.","03/13/2015","04/30/2015","06/24/2015","05/06/2015","Lot D430107"
"Devices","No","","70836","Terminated","GA Industries","4150 Maritime Rd","","Palos Verdes Estates","CA","	90275-6061","United States","Voluntary: Firm Initiated","Letter","US Nationwide Distribution","Z-1537-2015","Class II","Logicon Caries Detector    Product Usage:  Analyze inter-proximal tooth surfaces for decay using digital radiographs. -Initial radiographic assessment of inter-proximal caries (Presently limited to RVG 6100 &#38; 6500 bitewing radiographs in horizontal format)  Identify and direct attention to potential interproximal caries sites for possible restoration or other treatment (Focus for further investigation. PRESCAN NOT INTENDED TO BE FINAL ASSESSMENT.)  Track interproximal decay progression over time  Patient education tool  ","825 units","GA Industries is recalling the Logicon Caries Detector, version 5.0, for Carestream Dental because it was not submitted for approval to the FDA prior to product release.","04/06/2015","04/27/2015","11/23/2015","05/06/2015","Serial Numbers:  120001  120002  120003  120004  120005  120006  120007  120008  120009  120010  120011  120012  120013  120014  120015  120016  120017  120018  120019  120020  120021  120022  120023  120024  120025  120026  120027  120028  120029  120030  120031  120032  120033  120034  120035  120036  120037  120038  120039  120040  120041  120042  120043  120044  120045  120046  120047  120048  120049  120050  120051  120052  120053  120054  120055  120056  120057  120058  120060  120061  120062  120063  120064  120065  120066  120067  120068  120069  120070  120071  120072  120073  120074  120075  120076  120077  120078  120079  120080  120081  120082  120083  120084  120085  120086  120087  120088  120089  120090  120091  120092  120093  120094  120095  120096  120097  120098  120099  120100  120101  120102  120103  120104  120105  120106  120107  120108  120109  120110  120111  120112  120113  120114  120115  120116  120117  120118  120119  120120  120121  120122  120123  120124  120125  120126  120128  120129  120132  120133  120134  120135  120136  120137  120139  120140  120141  120142  120143  120144  120145  120146  120147  120148  120149  120150  120151  120152  120153  120154  120155  120156  120157  120158  120159  120160  120161  120162  120163  120164  120165  120166  120167  120168  120169  120170  120171  120172  120173  120174  120175  120176  120177  120178  120179  120180  120181  120182  120183  120184  120185  120186  120187  120188  120189  120190  120191  120192  120193  120194  120195  120196  120197  120198  120199  120200  120201  120202  120203  120204  120205  120208  120209  120210  120211  120212  120213  120215  120216  120217  120218  120219  120220  120221  120222  120223  120224  120225  120226  120227  120228  120229  120230  120231  120232  120233  120234  120235  120236  120237  120238  120239  120240  120241  120242  120243  120244  120245  120246  120247  120248  120249  120250  120251  120252  120253  120254  120255  120256  120257  120258  120259  120260  120261  120262  120263  120264  120265  120266  120267  120268  120269  120270  120271  120272  120273  120274  120275  120276  120277  120278  120279  120280  120281  120282  120283  120284  120285  120286  120287  120288  120289  120290  120291  120292  120293  120294  120295  120296  120297  120298  120299  120300  120301  120302  120303  120304  120305  120306  120307  120308  120309  120310  120311  120312  120313  120314  120315  120316  120317  120318  120319  120320  120321  120322  120323  120324  120325  120326  120327  120328  120329  120330  120331  120332  120333  120334  120335  120336  120337  120338  120339  120340  120341  120342  120343  120344  120345  120346  120347  120348  120349  120350  120351  120352  120353  120354  120355  120356  120357  120358  120359  120360  120361  120362  120363  120364  120365  120366  120367  120368  120369  120370  120371  120372  120373  120374  120375  120376  120377  120378  120379  120380  120381  120382  120383  120384  120385  120386  120387  120388  120389  120390  120391  120392  120393  120394  120395  120396  120397  120398  120399  120400  120401  120402  120403  120404  120405  120406  120407  120408  120409  120410  120411  120412  120413  120414  120415  120416  120417  120418  120419  120420  120421  120422  120423  120424  120425  120426  120427  120428  120429  120430  120431  120432  120433  120434  120435  120436  120437  120438  120439  120440  120441  120442  120443  120444  120445  120446  120447  120448  120449  120450  120451  120452  120453  120454  120455  120456  120457  120458  120459  120460  120461  120462  120463  120464  120465  120466  120467  120468  120469  120470  120471  120472  120473  120474  120475  120476  120477  120478  120479  120480  120481  120482  120483  120484  120485  120486  120487  120488  120489  120490  120491  120492  120493  120494  120495  120496  120497  120498  120499  120500  120501  120502  120503  120504  120505  120506   120507  120508  120509  120510  120511  120512  120513  120514  120515  120516  120517  120518  120519  120520  120521  120522  120523  120524  120525  120526  120527  120528  120529  120530  120531  120532  120533  120534  120535  120536  120537  120538  120539  120540  120541  120542  120543  120544  120545  120546  120547  120548  120549  120550  120551  120552  120553  120554  120555  120556  120557  120558  120559  120560  120561  120562  120563  120564  120565  120566  120567  120568  120569  120570  120571  120572  120573  120574  120575  120576  120577  120578  120579  120580  120581  120582  120583  120584  120585  120586  120587  120588  120589  120590  120591  120592  120593  120594  120595  120596  120597  120598  120599  120600  120601  120602  120603  120604  120605  120606  120607  120608  120609  120610  120611  120612  120613  120614  120615  120616  120617  120618  120619  120620  120621  120622  120623  120624  120625  120626  120627  120628  120629  120630  120631  120632  120633  120634  120635  120636  120637  120638  120639  120640  120641  120642  120643  120644  120645  120646  120647  120648  120649  120650  120651  120652  120653  120654  120655  120656  120657  120658  120659  120660  120661  120662  120663  120664  120665  120666  120667  120668  120669  120670  120671  120672  120673  120674  120675  120676  120677  120678  120679  120680  120681  120682  120683  120684  120685  120686  120687  120688  120689  120690  120691  120692  120693  120694  120695  120696  120697  120698  120699  120700  120701  120702  120703  120704  120705  120706  120707  120708  120709  120710  120711  120712  120713  120714  120715  120716  120717  120718  120719  120720  120721  120722  120723  120724  120725  120726  120727  120728  120729  120730  120731  120732  120733  120734  120735  120736  120737  120738  120739  120740  120741  120742  120743  120744  120745  120746  120747  120748  120749  120750  120751  120752  120753  120754  120755  120756  120757  120758  120759  120760  120761  120762  120763  120764  120765  120766  120767  120768  120769  120770  120771  120772  120773  120774  120775  120776  120777  120778  120779  120780  120781  120782  120783  120784  120785  120786  120787  120788  120789  120790  120791  120792  120793  120794  120795  120796  120797  120798  120799  120800  120801  120802  120803  120804  120805  120806  120807  120808  120809  120810  120811  120812  120813  120814  120815  120816  120817  120818  120819  120820  120821  120822  120823  120824  120825"
