Product Type,Recently Updated Record,Last Modified Date,Event ID,Status,Recalling Firm,Address1,Address2,City,State/Province,Postal Code,Country,Voluntary/Mandated,Initial Firm Notification of Consignee or Public,Distribution Pattern,Recall Number,Classification,Product Description,Product Quantity,Reason for Recall,Recall Initiation Date,Center Classification Date,Termination Date,Report Date,Code Info
"Veterinary","No","","78865","Ongoing","Pet Apothecary Llc","8850 N Port Washington Rd","","Milwaukee","WI","	53217-1676","United States","Voluntary: Firm initiated","Telephone","IL","V-0099-2018","Class I","Phenobarbital Capsule, 6 MG. The Pet Apothecary, 407 W. Silver Spring Dr., Milwaukee, WI 53217.  NDC: 38779-0852-05","60 capsules","Animal drug is superpotent.","10/20/2017","06/28/2018","","06/06/2018","Lot: 224590"
"Devices","No","","80066","Completed","Ethicon Endo-Surgery Inc","4545 Creek Rd","","Blue Ash","OH","	45242-2803","United States","Voluntary: Firm initiated","Letter","Worldwide distribution - US Nationwide.    The devices were distributed to the following foreign countries: Algeria, Angola, Argentina, Armenia, Australia, Austria, Belgium, Bolivia, Bosnia, Brazil, Bulgaria, Canada, Chile, China, Columbia, Costa Rica, Croatia, Czech Republic, Denmark, Ecuador, Egypt, Estonia, Finland, France, French Guiana, French Polynesia, Georgia, Germany, UK, Greece, Guadeloupe, Hong Kong, Hungary, Iceland, India, Indonesia, Iran, Ireland, Israel, Italy, Jamaica, Japan, Jordan, Kazakhstan, Kenya, Korea, Latvia, Lebanon, Lithuania, Luxembourg, Malaysia, Malta, Martinique, Mayotte, Mexico, Mongolia, Montenegro, Morocco, Netherlands, Norway, Pakistan, Panama, Peru, Philippines, Poland, Portugal, Puerto Rico, Romania, Russia, Serbia, Singapore, Slovakia, Slovenia, South Africa, Spain, Sweden, Switzerland, Syria, Taiwan, Thailand, Trinidad and Tobago, Turkey, Ukraine, UAE, Uruguay, Vietnam.","Z-2048-2018","Class II","HARMONIC ACE Shears + Adaptive Tissue Technology, 5mm Diameter / 23cm Length / Curved, Product Code HAR23, GTIN 10705036014430    Product Usage:  The HARMONIC ACE¿ Shears + Adaptive Tissue Technology are indicated for soft tissue incisions when bleeding control and minimal thermal injury are desired. The instruments can be used as an adjunct to or substitute for electrosurgery, lasers and steel scalpels in general, plastic, pediatric, gynecologic, urologic, thoracic, exposure to orthopedic structures (such as spine and joint space) and other open and endoscopic procedures.","25657","The devices may have been assembled with an internal component that may cause continuous or inadvertent  activation of the device.","05/03/2018","05/31/2018","","06/06/2018","P9125C,   P93T5J,   P93T5K,   P93V06,   P93W4Y,   P93Y4A,   P93W8A,  P9400F,   P9409V,   P94A93,   P94A94,   P94C8R,   P94G1W,   P91F4A,   P91F86,   P93M3W,   P93W0A,   P93Z4X,   P93Z96,   P94E6U,   P94H32,   P94H9V,   P94J28"
"Devices","No","","80066","Completed","Ethicon Endo-Surgery Inc","4545 Creek Rd","","Blue Ash","OH","	45242-2803","United States","Voluntary: Firm initiated","Letter","Worldwide distribution - US Nationwide.    The devices were distributed to the following foreign countries: Algeria, Angola, Argentina, Armenia, Australia, Austria, Belgium, Bolivia, Bosnia, Brazil, Bulgaria, Canada, Chile, China, Columbia, Costa Rica, Croatia, Czech Republic, Denmark, Ecuador, Egypt, Estonia, Finland, France, French Guiana, French Polynesia, Georgia, Germany, UK, Greece, Guadeloupe, Hong Kong, Hungary, Iceland, India, Indonesia, Iran, Ireland, Israel, Italy, Jamaica, Japan, Jordan, Kazakhstan, Kenya, Korea, Latvia, Lebanon, Lithuania, Luxembourg, Malaysia, Malta, Martinique, Mayotte, Mexico, Mongolia, Montenegro, Morocco, Netherlands, Norway, Pakistan, Panama, Peru, Philippines, Poland, Portugal, Puerto Rico, Romania, Russia, Serbia, Singapore, Slovakia, Slovenia, South Africa, Spain, Sweden, Switzerland, Syria, Taiwan, Thailand, Trinidad and Tobago, Turkey, Ukraine, UAE, Uruguay, Vietnam.","Z-2049-2018","Class II","HARMONIC ACE Shears + Adaptive Tissue Technology, 5mm Diameter / 36cm Length / Curved, Product Code HAR36, GTIN 10705036014447    Product Usage:  The HARMONIC ACE¿ Shears + Adaptive Tissue Technology are indicated for soft tissue incisions when bleeding control and minimal thermal injury are desired. The instruments can be used as an adjunct to or substitute for electrosurgery, lasers and steel scalpels in general, plastic, pediatric, gynecologic, urologic, thoracic, exposure to orthopedic structures (such as spine and joint space) and other open and endoscopic procedures.","146,326","The devices may have been assembled with an internal component that may cause continuous or inadvertent  activation of the device.","05/03/2018","05/31/2018","","06/06/2018","N93923,   N9392K,   N93978,   P9123A,   P9129W,   P91301,   P91394,   P9139N,   P9144R,   P9149J,   P9148K,   P9168K,   P9173R,   P9174K,   P91795,   P91C51,   P91C83,   P91D30,   P91K68,   P91L0H,   P91K69,   P91L0J,   P91L1Y,   P91L6E,   P91L6J,   P9396A,   P9396C,   P9399T,   P93A1L,   P93M0K,   P93M0L,   P93N01,   P93M5Y,   P93N5A,   P93N3X,   P93N3Y,   P93P09,   P93P26,   P93P7H,   P93R10,   P93R4F,   P93R4G,   P93R56,   P93R6V,   P93T0X,   P93T9L,   P93T9M,   P93U17,   P93U91,   P93V0V,   P93V0W,   P93V5T,   P93V02,   P93V03,   P93X4E,   P93X65,   P93X85,   P93X98,   P93X9E,   P93Y47,   P93Y48,   P93Y8X,   P93X2X,   P93Z95,   P93Z4T,   P93Z5X,   P94015,   P9405H,   P9409W,   P9410Z,   P9414T,   P94A5K,   P94A6A,   P94C11,   P94C47,   P94C5R,   P94C8T,   P94D3J,   P94D3K,   P94D5G,   P94D7Z,   P94D9K,   P94E1Z,   P94E20,   P94E3Z,   P94E8W,   P94F1M,   P94F3A,   P94F5T,   P94F6C,   P94F7L,   P94G1G,   P94G1H,   P94G1J,   P94H0J,   P94H0K,   P94H31,   P94H4V,   P94H8J,   P9139V,   P91749,   P9179U,   P91F2X,   P91L1Z,   P93L47,   P93L76,   P93M6T,   P93M6P,   P93N00,   P93N7G,   P93N7H,   P93P2E,   P93P7G,   P93R0Z,   P93R57,   P93R6U,   P93T20,   P93T26,   P93U0P,   P93U5N,   P93U90,   P93V57,   P93W9X,   P93X2G,   P93W9R,   P93X2W,   P94C10,   P94D0M,   P94D0P,   P94J29"
"Devices","No","","80080","Terminated","Olsen Medical","3230 Commerce Center Pl","","Louisville","KY","	40211-1900","United States","Voluntary: Firm initiated","Letter","Worldwide Distribution","Z-1941-2018","Class II","Symmetry Olsen Monopolar Pencil:  (a) Button Switchpen, w/ Standard Needle Electrode REF 75505, QTY 50  (b) Button Switchpen, w/ Standard Blade Electrode, REF 75530, QTY 50  (c) Rocker Switchpen, w/ Standard Blade Electrode, REF 75610, QTY 50  (d) Button Switchpen, w/ Extendable Blade Electrode, 10 mm Exposure, REF 75800, QTY 25  (e) Button Switchpen, w/ Extendable Blade Electrode, 2 mm Exposure, REF 75810, QTY 25  (f) Button Switchpen, w/ Extendable Needle Electrode, 2 mm Exposure, REF 75820, QTY 25  (g) Foot Controlled Handle, w / Standard Blade electrode, REF 95012, QTY 100    Designed to hold active electrodes.   	  	  	  	  	  	  ","665,350 devices","Products may encroach into the sterile pouch seal thereby increasing the risk of the seal being compromised.","05/11/2018","05/25/2018","04/15/2019","06/06/2018","all codes"
"Devices","No","","80080","Terminated","Olsen Medical","3230 Commerce Center Pl","","Louisville","KY","	40211-1900","United States","Voluntary: Firm initiated","Letter","Worldwide Distribution","Z-1942-2018","Class II","Symmetry Olsen bipolar cord:  (a) Bipolar Cord, Twin Pin Connector to Shrouded Instrument Connector, 12' (3.6m), REF 87500, QTY 50  (b) Bipolar Cord, Twin Pin Connector, 12' (3.6m), REF 40-1102, QTY 10  (c) Bipolar Cord, Twin Pin Connector, 12' (3.6m), REF 40-1102SPC, QTY 10  (d) Bipolar Cord, Twin Pin Connector, 12' (3.6m), REF 40-1103, QTY 50  (e) Bipolar Cord, Twin Pin Connector, Angled 45o, 12' (3.6m), REF 40-1104, QTY 10  (f) Bipolar Cord, 28 mm Fixed Pin Connector, REF 40-1105-28, QTY 10  (g) Bipolar Cord, 39 mm Fixed Pin Connector, REF 40-1105-39, QTY 10  (h) Bipolar Cord, 28 mm Fixed Pin Connector, Angled 45o, REF 40-1106-28, QTY 10  (i) Bipolar Cord, Twin Pin to Wolf Kleppinger, 12' (3.6m), REF 40-1113, QTY 10  (j) Bipolar Cord, Wolf to Wolf Kleppinger, 12' (3.6m), REF 40-1114, QTY 10  (k) Bipolar Cord, 28 mm Fixed Pin to Wolf Kleppinger, 12' (3.6m), REF 40-1115-28, QTY 10  (l) Integrated Irrigation Tubing and Bipolar Cord Set, 12' (3.6m), REF 40-3001R, QTY 10  (m) Integrated Irrigation Tubing and Bipolar Cord Set, 12' (3.6m), REF 40-3003-R-39, QTY 10  (n)  Bipolar Cord, Twin Pin Connector, 12' (3.6m), REF G-40-1102, QTY 10    Intended for use in coagulating tissue.       ","323,886 devices","Products may encroach into the sterile pouch seal thereby increasing the risk of the seal being compromised.","05/11/2018","05/25/2018","04/15/2019","06/06/2018","all codes"
"Devices","No","","80080","Terminated","Olsen Medical","3230 Commerce Center Pl","","Louisville","KY","	40211-1900","United States","Voluntary: Firm initiated","Letter","Worldwide Distribution","Z-1943-2018","Class II","Symmetry Olsen monopolar cord:   (a) Monopolar Cord, 1/8"" Diameter Pin, TUR Connector, 10' (3.0m), REF 92002, QTY 50   (b) Monopolar Cord, Bovie to 90o Female Pin, 10' (3.0m), REF 40-2106, QTY 10  (c) Monopolar Cord, Bovie to 90o Female Pin, 10' (3.0m), REF 40-2110, QTY 10    Designed to bring high frequency electrical power from the electrosurgical generator to the active.","71,890 devices","Products may encroach into the sterile pouch seal thereby increasing the risk of the seal being compromised.","05/11/2018","05/25/2018","04/15/2019","06/06/2018","all codes"
"Devices","No","","80080","Terminated","Olsen Medical","3230 Commerce Center Pl","","Louisville","KY","	40211-1900","United States","Voluntary: Firm initiated","Letter","Worldwide Distribution","Z-1944-2018","Class II","Symmetry Olsen bipolar forceps:   (a1) Insulated Irrigating Bayonet Forceps 6.25"" (15.9cm) Smooth 0.5mm Tips,  REF 20-0311, QTY 5  (b1) Insulated Irrigating Bayonet Forceps 6.25"" (15.9cm) Smooth 0.5mm Tips, REF 20-0311R, QTY 5  (c1) Insulated Irrigating Bayonet Forceps 6.25"" (15.9cm) Smooth 1.0mm Tips, REF 20-0321, QTY 5  (d1) Insulated Irrigating Bayonet Forceps 6.25"" (15.9cm) Smooth 1.5mm Tips, REF 20-0331, QTY 5  (e1) Insulated Irrigating Bayonet Forceps 6.25"" (15.9cm) Smooth, 1.5mm Tips, REF 20-0331R, QTY 5  (f1) Insulated Irrigating Bayonet Forceps 7-1/8"" (18.1cm) Smooth Micro Tips, REF 20-0351, QTY 5  (g1)  Insulated Irrigating Bayonet Forceps 7-1/8"" (18.1cm) Smooth 0.5mm Tips, REF 20-0361, QTY 5  (h1)  Insulated Irrigating Bayonet Forceps 7-1/8"" (181.0mm) 0.5mm Tips, REF 20-0361G, QTY 5  (i1) Insulated Irrigating Bayonet Forceps 7-1/8"" (18.1cm) Smooth 0.5mm Tips, REF 20-0361R, QTY 5  (j1) Insulated Irrigating Bayonet Forceps 7-1/8"" (18.1cm) Smooth 1.0mm Tips, REF 20-0371, QTY 5  (k1) Insulated Irrigating Bayonet Forceps 7-1/8"" (18.1cm) Smooth 1.0mm Tips, REF 20-0371R, QTY 5  (l1) Insulated Irrigating Bayonet Forceps 7-1/8"" (18.1cm) Smooth 1.5mm Tips, REF 20-0381, QTY 5  (m1)Insulated Irrigating Bayonet Forceps 7-1/8"" (181.0mm) 1.5mm Tips, REF 20-0381G, QTY 5  (n1) Insulated Irrigating Bayonet Forceps 7-1/8"" (18.1cm) Smooth 1.5mm Tips, REF 20-0381R, QTY 5  (o1) Insulated Irrigating Bayonet Forceps 8.25"" (21.0cm) Smooth 0.5mm Tips, REF 20-0411, QTY 5  (p1) Insulated Irrigating Bayonet Forceps 8.25"" (21.0cm) Smooth 0.5mm Tips, REF 20-0411R, QTY 5  (q1) Insulated Irrigating Bayonet Forceps 8.25"" (21.0cm) Smooth 1.0mm Tips, REF 20-0421, QTY 5  (r1) Insulated Irrigating Bayonet Forceps 8.25"" (21.0cm) Smooth 1.0mm Tips, REF 20-0421R, QTY 5  (s1) Insulated Irrigating Bayonet Forceps 8.25"" (21.0cm) Smooth 1.5mm Tips, REF 20-0431, QTY 5  (t1) Insulated Irrigating Bayonet Forceps 8.25"" (309.6mm) 1.5mm Tips, REF 20-0431G, QTY 5  (u1) Insulated Irrigating Bayonet Forceps 8.25"" (21.0cm) Smooth 1.5mm Tips, REF 20-0431R, QTY 5  (v1) Insulated Irrigating Bayonet Forceps 10.5"" (26.7cm) Smooth 1.0mm Tips, REF 20-0481, QTY 5  (w1) Insulated Irrigating Bayonet Forceps 10.5"" (26.7cm) Smooth 1.0mm Tips, REF 20-0481R, QTY 5  (x1) Insulated Irrigating Bayonet Forceps 10.5"" (26.7cm) Smooth 1.5mm Tips, REF 20-0491, QTY 5  (y1) Insulated Irrigating Bayonet Forceps 10.5"" (26.7cm) Smooth 1.5mm Tips, REF 20-0491R  (z1) Precision Non-Stick Insulated Irrigating Forceps 7"" (17.8cm) 0.5mm Tips, REF 20-0571IMT, QTY 5  (a2) Precision Non-Stick Insulated Irrigating Forceps 7"" (17.8cm) 1.0mm Tips, REF 20-0572IMT, QTY 5  (b2) Precision Non-Stick Insulated Irrigating Forceps 7"" (17.8cm) 1.5mm Tips, REF 20-0573IMT, QTY 5  (c2) Precision Non-Stick Insulated Irrigating Forceps 8"" (20.3cm) 0.5mm Tips, REF 20-0581IMT, QTY 5  (d2) Precision Non-Stick Insulated Irrigating Forceps 8"" (20.3cm) 1.0mm Tips, REF 20-0582IMT, QTY 5  (e2) Precision Non-Stick Insulated Irrigating Forceps 8"" (20.3cm) 1.5mm Tips, REF 20-0583IMT, QTY 5  (f2) Precision Non-Stick Insulated Irrigating Forceps 9"" (22.9cm) 0.5mm Tips, REF 20-0591IMT, QTY 5  (g2) Precision Non-Stick Insulated Irrigating Forceps 9"" (22.9cm) 1.0mm Tips, REF 20-0592IMT, QTY 5  (h2) Precision Non-Stick Insulated Irrigating Forceps 9"" (22.9cm) 1.5mm Tips, REF 20-0593IMT  (i2) Insulated Coaptation Forceps 4.5"" (11.4cm) Smooth Micro Tips, Angled, REF 20-1010KI, QTY 10  (j2) Iris Forceps 4.5"" (11.4cm) Serrated 1.0mm Tips, REF 20-1030K, QTY 10  (k2) Iris Forceps 4.5"" (11.4cm) Serrated 1.0mm Tips, Angled 45o, REF 20-1040K, QTY 10  (l2) Insulated Iris Forceps 4.5"" (11.4cm) Serrated 1.0mm Tips, Angled 45o, REF 20-1040KI, QTY 10  (m2) Jewelers Forceps 4.5"" (11.4cm) Smooth Micro Tips, REF 20-1060K, QTY 10  (n2) Jewelers Forceps 4.5"" (11.4cm) Smooth Micro Tips, REF 20-1060K-28, QTY 10  (o2) Insulated Jewelers Forceps 4.5"" (11.4cm) Smooth Micro Tips, REF 20-1060KI, QTY 10  (p2) Insulated Jewelers Forceps 4.5"" (11.4cm) Smooth Micro Ti","611,817 devices","Products may encroach into the sterile pouch seal thereby increasing the risk of the seal being compromised.","05/11/2018","05/25/2018","04/15/2019","06/06/2018","all codes"
"Devices","No","","80080","Terminated","Olsen Medical","3230 Commerce Center Pl","","Louisville","KY","	40211-1900","United States","Voluntary: Firm initiated","Letter","Worldwide Distribution","Z-1945-2018","Class II","Symmetry Olsen monopolar forceps:   (a) Insulated Potts-Smith Forceps 8"" (20.3cm) Serrated Tips, REF 20-2650K, QTY 10  (b) Insulated Bayonet Forceps 8.25"" (21.0cm) Serrated 1.5mm Tips, REF 20-2920HK, QTY 10  (c) Insulated Bayonet Forceps 8.5"" (21.6cm) Serrated 1.5mm Tips, REF 20-2920K, QTY 10  (d) Insulated Bayonet Forceps 7.5"" (19.1cm) 1.5mm Cathedral Tips, REF 20-2960HK, QTY 10    ","4,110 devices","Products may encroach into the sterile pouch seal thereby increasing the risk of the seal being compromised.","05/11/2018","05/25/2018","04/15/2019","06/06/2018","all codes"
"Biologics","No","","80082","Terminated","LifeSource dba Central Blood Bank","875 Greentree Rd","","Pittsburgh","PA","	15220-3508","United States","Voluntary: Firm initiated","Telephone","Illinois","B-0583-2018","Class II","Red Blood Cells","1 unit","Blood products, collected from a donor who traveled to an area considered endemic for malaria, were distributed.","03/26/2018","05/30/2018","05/30/2018","06/06/2018","W286816049552"
"Biologics","No","","80082","Terminated","LifeSource dba Central Blood Bank","875 Greentree Rd","","Pittsburgh","PA","	15220-3508","United States","Voluntary: Firm initiated","Telephone","Illinois","B-0584-2018","Class II","Platelets","1 unit","Blood products, collected from a donor who traveled to an area considered endemic for malaria, were distributed.","03/26/2018","05/30/2018","05/30/2018","06/06/2018","W286816049552"
"Biologics","No","","80089","Terminated","The American National Red Cross - Southern Region","9851 Commerce Way","","Douglasville","GA","	30135-3101","United States","Voluntary: Firm initiated","Telephone","Georgia","B-0587-2018","Class II","PF24 Plasma","1 unit","Blood products, collected from a donor for whom donor suitability was not adequately determined, were distributed.","04/12/2018","05/30/2018","05/30/2018","06/06/2018","W200317078467"
"Biologics","No","","80089","Terminated","The American National Red Cross - Southern Region","9851 Commerce Way","","Douglasville","GA","	30135-3101","United States","Voluntary: Firm initiated","Telephone","Georgia","B-0588-2018","Class II","Red Blood Cells, Leukocytes Reduced","1 unit","Blood products, collected from a donor for whom donor suitability was not adequately determined, were distributed.","04/12/2018","05/30/2018","05/30/2018","06/06/2018","W200317078467"
"Biologics","No","","80105","Terminated","Medic Inc","1601 Ailor Ave","","Knoxville","TN","	37921-6702","United States","Voluntary: Firm initiated","Telephone","Tennessee","B-0585-2018","Class II","Apheresis Platelets, Leukocytes Reduced","2 units","Platelet products, which failed quality control testing for platelet count, were distributed.","07/28/2017","05/30/2018","05/30/2018","06/06/2018","W071217020660 (Double collection)"
"Devices","No","","80113","Ongoing","Joerns Healthcare","2100 Design Rd","","Arlington","TX","	76014-4593","United States","Voluntary: Firm initiated","Letter","Worldwide Distribution - US Nationwide in the states of UK, Canada, Holland","Z-2033-2018","Class II","P.R.O. Matt:  (a) PROMATT PLUS 36 X 76 MATRESS, NYLON,  MATERIAL NUMBER PMP3676NZBA  (b) PROMATT PLUS 84"" MATRESS, NYLON,  MATERIAL NUMBER PMP3684NZBA  (c) PROMATT PLUS W/SIDEWALLS, 42X80,  MATERIAL NUMBER PMS4280NZBA  (d) PROMATT PLUS 36IN MATRESS, MATERIAL NUMBER PMP3680NZBA  (e) PROMATT WITH SIDEWALLS ASSEMBLY,  MATERIAL NUMBER PMS3680NZBA  (f) PROMATT PLUS 80IN MATRESS, STRETCH,  MATERIAL NUMBER PMP3680SZBA  (g) PROMATT PLUS 42IN MATRESS, MATERIAL NUMBER PMP4280NZBA  (h) PROMATT PLUS 85cm MATRESS, DURATUB,  MATERIAL NUMBER PMPE3480SZBADT    Product Usage:  Non powered flotation therapy mattress. The device is intended to treat or prevent decubitus ulcers (bed sores).    ","915 units","Joerns Healthcare has identified a potential issue with some of the P.R.O. Matt and ProCair Mattresses.  For the identified serial number range of P.R.O. Matt and ProCair Mattresses incorrect connectors (part #s 206-0401 & 206-0405) were provided by a Joerns supplier without the required internal shutoff valves, these shutoff valves prevent air from escaping from the mattress air cells.","05/03/2018","05/30/2018","","06/06/2018","P.R.O. Matt:  (a) PROMATT PLUS 36 X 76 MATRESS, NYLON,  MATERIAL NUMBER PMP3676NZBA;   Serial Numbers:    1000057154  1000057153    (b) PROMATT PLUS 84"" MATRESS, NYLON,  MATERIAL NUMBER PMP3684NZBA;   Serial Numbers:    1000051430  1000051425  1000051366  1000051422  1000056411  1000058530  1000056414    (c) PROMATT PLUS W/SIDEWALLS, 42X80,  MATERIAL NUMBER PMS4280NZBA;   Serial Numbers:    1000049130  1000054638  1000054639    (d) PROMATT PLUS 36IN MATRESS, MATERIAL NUMBER PMP3680NZBA;   Serial Numbers:    1000057195  1000055122  1000055401  1000057190  1000055328  1000054681  1000057193  1000057171  1000051436  1000055326  1000054386  1000054387  1000054385  1000051441  1000051432  1000051439  1000054936  1000054144  1000054935  1000054390  1000054368  1000051440  1000054932  1000055059  1000055134  1000055070  1000055058  1000055118  1000054872  1000055317  1000055130  1000055074  1000055313  1000055093  1000054906  1000055091  1000055132  1000055068  1000054926  1000054922  1000055065  1000054373  1000055062  1000055329  1000054140  1000054868  1000055319  1000054683  1000051437  1000055111  1000049127  1000054927  1000054380  1000054375  1000052270  1000054383  1000054940  1000053404  1000054143  1000054915  1000054917  1000054379  1000054389  1000054924  1000054941  1000055114  1000054378  1000055316  1000054377  1000055337  1000054933  1000051367  1000054371  1000054388  1000052267  1000054142  1000055332  1000057169  1000057860  1000054907    (e) PROMATT WITH SIDEWALLS ASSEMBLY,  MATERIAL NUMBER PMS3680NZBA;   Serial Numbers:    PMS3680NZBA  PMS3680NZBA  PMS3680NZBA  PMS3680NZBA  PMS3680NZBA  PMS3680NZBA  PMS3680NZBA  PMS3680NZBA  PMS3680NZBA    (f) PROMATT PLUS 80IN MATRESS, STRETCH,  MATERIAL NUMBER PMP3680SZBA;   Serial Numbers:    PMP3680SZBA  PMP3680SZBA  PMP3680SZBA  PMP3680SZBA  PMP3680SZBA  PMP3680SZBA  PMP3680SZBA  PMP3680SZBA  PMP3680SZBA  PMP3680SZBA  PMP3680SZBA    (g) PROMATT PLUS 42IN MATRESS, MATERIAL NUMBER PMP4280NZBA;   Serial Numbers:    PMP4280NZBA  PMP4280NZBA  PMP4280NZBA  PMP4280NZBA  PMP4280NZBA  PMP4280NZBA  PMP4280NZBA  PMP4280NZBA  PMP4280NZBA  PMP4280NZBA  PMP4280NZBA  PMP4280NZBA  PMP4280NZBA  PMP4280NZBA  PMP4280NZBA  PMP4280NZBA  PMP4280NZBA  PMP4280NZBA  PMP4280NZBA  PMP4280NZBA  PMP4280NZBA  PMP4280NZBA  PMP4280NZBA  PMP4280NZBA  PMP4280NZBA  PMP4280NZBA  PMP4280NZBA  PMP4280NZBA  PMP4280NZBA  PMP4280NZBA  PMP4280NZBA  PMP4280NZBA    (h) PROMATT PLUS 85cm MATRESS, DURATUB,  MATERIAL NUMBER PMPE3480SZBADT;   Serial Numbers:   PMPE3480SZBADT  PMPE3480SZBADT  PMPE3480SZBADT"
"Devices","No","","80113","Ongoing","Joerns Healthcare","2100 Design Rd","","Arlington","TX","	76014-4593","United States","Voluntary: Firm initiated","Letter","Worldwide Distribution - US Nationwide in the states of UK, Canada, Holland","Z-2034-2018","Class II","ProCair Mattress:  (a) PROCAIR PLUS 42X80, MATERIAL NUMBER 222-4280  (b) PROCAIR PLUS 36X80, MATERIAL NUMBER 222-3680  (c) PROCAIR PLUS 84"" MATTRESS, MATERIAL NUMBER 222-6384    Product Usage:  Non powered flotation therapy mattress. The device is intended to treat or prevent decubitus ulcers (bed sores).        ","46 units","Joerns Healthcare has identified a potential issue with some of the P.R.O. Matt and ProCair Mattresses.  For the identified serial number range of P.R.O. Matt and ProCair Mattresses incorrect connectors (part #s 206-0401 & 206-0405) were provided by a Joerns supplier without the required internal shutoff valves, these shutoff valves prevent air from escaping from the mattress air cells.","05/03/2018","05/30/2018","","06/06/2018","(a) PROCAIR PLUS 42X80, MATERIAL NUMBER 222-4280  Serial Numbers:  1000054866  1000054860  1000051368  1000054859  1000054855  1000054857    (b) PROCAIR PLUS 36X80, MATERIAL NUMBER 222-3680  Serial Numbers:  1000053319  1000053312  1000052886  1000053325  1000053323  1000052420  1000052259  1000052426  1000052425  1000052432  1000052891  1000052458  1000052429  1000052256  1000052888  1000053990  1000051418  1000051419  1000052457  1000052252  1000051411  1000055556  1000052460  1000054129  1000053979  1000049129  1000051412  1000052424  1000052455  1000054117  1000053982  1000053983  1000054122  1000054121    (c) PROCAIR PLUS 84"" MATTRESS, MATERIAL NUMBER 222-6384  Serial Numbers:  1000055501  1000049132  1000055498  1000057147  1000055500  1000056219"
"Biologics","No","","80122","Terminated","Central Texas Regional Blood & Tissue Center","4300 N Lamar Blvd","","Austin","TX","	78756-3421","United States","Voluntary: Firm initiated","Telephone","Texas","B-0581-2018","Class II","Apheresis Red Blood Cells, Leukocytes Reduced","2 units","Apheresis products, not meeting product specifications, were distributed.  ","04/02/2018","05/30/2018","05/30/2018","06/06/2018","W221618651181; W221618651176"
"Food","No","","80138","Terminated","Morski Brands Inc. dba Dawn's Fresh Foods","1530 La Dawn Dr","","Portage","WI","	53901-8823","United States","Voluntary: Firm initiated","Telephone","IA, IL, MI, MN, ND, WI","F-1567-2018","Class II","Terry's Potato Salad, Packaged into the following sized containers:    1.   Net Wt. 30 lbs. (13.68kg), Mfg No. 20117, UPC 10032345201177.     2.  Net Wt. 5 lbs. (2.27Kg), Mfg. No. 21080, UPC 10032345190808  Keep Refrigerated between 35 - 38 F.  MFG by Dawn's Foods, Portage, WI  53901","1,680 lbs.","Product has the potential to be contaminated with Listeria monocytogenes.","05/18/2018","06/13/2018","04/30/2019","06/06/2018","Best By 6/11/18"
"Food","No","","80138","Terminated","Morski Brands Inc. dba Dawn's Fresh Foods","1530 La Dawn Dr","","Portage","WI","	53901-8823","United States","Voluntary: Firm initiated","Telephone","IA, IL, MI, MN, ND, WI","F-1568-2018","Class II","Dawn's Foods Deluxe Potato Salad Mfg. No. 20114, Net Wt. 30 lbs. (13.68kg), UPC 10032345201146  Keep Refrigerated between 35 - 38 F.  MFG by Dawn's Foods, Portage, WI  53901","6,330 lbs.","Product has the potential to be contaminated with Listeria monocytogenes.","05/18/2018","06/13/2018","04/30/2019","06/06/2018","Best By 6/11/18"
"Food","No","","80138","Terminated","Morski Brands Inc. dba Dawn's Fresh Foods","1530 La Dawn Dr","","Portage","WI","	53901-8823","United States","Voluntary: Firm initiated","Telephone","IA, IL, MI, MN, ND, WI","F-1569-2018","Class II","Finest Traditions Deluxe Potato Salad, Packaged into the following sized containers:    1.   Net Wt. 1 lb. (16 oz.)(454g), UPC 33147-00007.  Shipping Case:  (6-1 lbs) Net Wt. 6 lbs. (2.72kg) Item number 1038768, Mfg. No. 11013,      2.  Net Wt. 8 lbs. (3.63kg), Item Number 1038568, Mfg. No. 11060.  3.  Net Wt. 3 lbs. (1.36kg), UPC 33147-0030.  Shipping Case:  (6-3 lbs.) Net Wt. 18 lbs. (8.16 kg), Item Number 1038596, Mfg. No. 92236.       Keep Refrigerated between 35 - 38 F.  Distributed by DBC Foods, St.  Cloud, MN  56302.","3,014 lbs.","Product has the potential to be contaminated with Listeria monocytogenes.","05/18/2018","06/13/2018","04/30/2019","06/06/2018","Best By 6/4/18"
"Food","No","","80138","Terminated","Morski Brands Inc. dba Dawn's Fresh Foods","1530 La Dawn Dr","","Portage","WI","	53901-8823","United States","Voluntary: Firm initiated","Telephone","IA, IL, MI, MN, ND, WI","F-1570-2018","Class II","Sully's Potato Salad, Mfg. No. 10125, Net Wt. 10 lbs. (4.54kg),  UPC 10032345101255    Keep Refrigerated between 34 - 40 F.  Mfg. By Dawn's Foods, Portage, WI  53901","2,160 lbs.","Product has the potential to be contaminated with Listeria monocytogenes.","05/18/2018","06/13/2018","04/30/2019","06/06/2018","Best By 6/4/18"
